name,brand,detail,strong,cat1,cat2,wc,ingredients
fame-parfum,Rabanne,More seductive. More glamorous. More iconic than ever before  Fame Parfum is a powerful scent with an unforgettable Parisian twist. Inspired by a magnetic night in Paris  the city of mysterious seduction  she rules the darkness and answers a night call to entice all those who dare. Blending effortless Parisian style with effervescent confidence  the Fame Parfum woman reveals a fantastical facet of attraction to capture the spotlight once again. Enveloped in the fragrance of sensuality  she leads the way for a confident femininity and ignites irrepressible desire. She’s a star. She’s irresistible. She’s Fame.,,CHYPRE,WOODY,Mossy Woods Crisp Fruity,"['Incense / Olibanum', 'Jasmine', 'Musk', 'Mango', 'Patchouli', 'Bergamot', 'Moss', 'Pink Pepper', 'Benzoin', 'Sandalwood']"
victorinox-forget-me-not,Victorinox Swiss Army,A scent of self-love  an olfactory union of the ethereal with the expressive. This fresh floral takes inspiration from the unapologetic  raw and yet fragile beauty of Swiss nature; a free-spirited fragrance that evokes joy and self-confidence.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Forget Me Not', 'Bergamot', 'Angelica', 'Hibiscus', 'Cedarwood', 'Pink Pepper']"
starfruit-white-flowers-1,4711,The blossoming scent of Starfruit & White Flowers will lend its wearer positive energy. It is all about natural beauty  radiating like the sun  inside and out.,,FLORAL,FRUITY,Floral Fresher Fruity,"['Jasmine', 'Carambola (Star Fruit)', 'Musk', 'Freesia', 'Lily Of The Valley', 'Osmanthus', 'Rose', 'Cedarwood', 'Mandarin', 'Vanilla']"
coach-green,Coach,Coach Green is inspired by the relaxing feeling of vivid green escapes amidst the dynamic energy of the city. This signature scent offers the perfect balance between a lively urban spirit and a natural  out-of-time feeling.,,AROMATIC FOUGERE,FRUITY,Aromatic Fougère Crisp Fruity,"['Kiwi', 'Rosemary', 'Cedarwood', 'Geranium', 'Bergamot', 'Moss']"
black-opium-over-red,Yves Saint Laurent,Black Opium Over Red takes the iconic original scent into ultra sensorial overload with a decadent  juicy red cherry accord over black coffee and white jasmine. Indulgent. Thrilling. Multisensory. Over red. Over senses.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Orange Blossom', 'Cherry', 'Vanilla (Bourbon)', 'Jasmine (Morocco)', 'Tea (Black)', 'Benzoin', 'Mandarin', 'Blackcurrant Bud', 'Coffee', 'Patchouli (Indonesia)']"
jimmy-choo-blossom-special-edition-2022-1,Jimmy Choo,Jimmy Choo Blossom Special Edition 2022 celebrates self-confidence and the joys of springtime.,,FLORAL,FRUITY,Fruity Crisp,"['Mango', 'Raspberry', 'Musk', 'Frangipani', 'Jasmine', 'Exotic Fruits', 'Grapefruit', 'Mandarin', 'Ambroxan (Ambergris)', 'Sandalwood']"
osmanthus-blossom-2023,Jo Malone London,A new season sweeps through the city while tiny white flowers collect in clusters on bushy evergreens  filling the air with a joyful scent: Osmanthus Blossom.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Osmanthus', 'Cashmeran (Woody musky)', 'Petitgrain', 'Orange Blossom', 'Cedrat', 'Cedarwood', 'Musk', 'Peach', 'Violet Leaves']"
noir-by-night,Atelier des Ors,Night by Noir is a juxtaposition of textures and flavours that offers a unique experience between freedom and sensuality. The fragrance brings confidence and elegance to the fore with a bold expression of silken caviar and rich woods.,,WOODY,AMBERY (ORIENTAL),Woody Amber Fresher Green,"['Guaiac Wood', 'Incense / Olibanum', 'Caviar', 'Cashmeran (Woody musky)', 'Sandalwood', 'Dreamwood (Sandalwood)', 'Amber', 'Coriander', 'Mate']"
valentino-donna-born-in-roma-pink-pp-2023,Valentino,A dazzling fragrance inspired by Valentino's Pink PP colour  born from the fusion of vibrant Madagascar Bourbon vanilla and a magnificent orange blossom accord.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Gourmand,"['Orange Blossom', 'Mandarin (green)', 'Vanilla (Bourbon)']"
leau-dissey-pour-homme-vetiver,Issey Miyake,An echo to nature revisited by the encounter of vetiver with water.,,AROMATIC FOUGERE,SPICY,Aromatic Fougère Fresher Spicy,"['Clary Sage', 'Ginger', 'Vetiver (Haiti)', 'Watery']"
boss-alive-parfum,Hugo Boss,In celebration of the power and positive energy of the Boss woman  this uplifting fragrance invites you to live like a Boss by doing whatever makes you feel Alive.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Floral Notes', 'Jasmine', 'Woody Notes', 'Leather', 'Vetiver']"
alien-goddess-supra-florale,Mugler,Alien Goddess Supra Florale turns the signature solar jasmine of the original scent into a monumental  otherworldly supra flower. Shapeshifting  fascinating  the new bloom is the symbol of the augmented femininity embodied by Alien Goddess. The future of florality  infused in a daring and avant-garde eau de parfum. More than a scent  this fragrance transforms into a supra-sensorial experience. Let it bloom.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Jasmine (Grandiflorum)', 'Pear', 'Moss', 'Jasmine (Sambac)', 'Cactus', 'Everlasting Flower']"
jimmy-choo-blossom-special-edition-2023-1,Jimmy Choo,Jimmy Choo Blossom is back in 2023 with a unique  limited-edition bottle of its celebrated scent. Embodying a joyful and effervescent atmosphere  this floral  fruity and woody fragrance owes its success to its addictive and sensual trail.,Eau de Parfum,FLORAL,FRUITY,Fruity Crisp,"['Mango', 'Raspberry', 'Musk', 'Frangipani', 'Jasmine', 'Exotic Fruits', 'Grapefruit', 'Mandarin', 'Ambroxan (Ambergris)', 'Sandalwood']"
leau-dissey-pivoine,Issey Miyake,L’Eau d’Issey Pivoine celebrates nature in all its beauty  starting with water  of course  but also ushering in lush  vibrant florals.,,FLORAL,FRUITY,Floral Fresher Fruity,"['Peony', 'Raspberry', 'Cedarwood', 'Rose', 'Pear', 'Watery']"
rose-blush-2022-1,Jo Malone London,Delicate rose petals suspended in a delectable jelly. The charm of these blushing pink petals inspires a prized preserve  prepared for the great British summer fete. Vibrant basil and a juicy note of lychee add a modern twist to this soft floral scent  cocooned in the embrace of white musk.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose', 'Basil', 'Musk', 'Lychee', 'Amberwood', 'Geranium']"
pink-me-up,Atelier des Ors,Experience uplifting emotions with the radiating glow of happiness  joie de vivre and frivolity. Pink Me Up is like a joyous bubble of pleasure  swirling in a crystal glass  symbolising the pleasures of life.,,FLORAL,FRUITY,Soft Floral Fresher Fruity,"['Rose Centifolia', 'Champagne', 'Musk', 'Iris / Orris', 'Orange Blossom', 'Blackberry', 'Bergamot', 'Patchouli']"
alien-goddess-intense-1,Mugler,A magnetic signature  Alien Goddess Intense carries an unprecedented positive energy. The extraordinary olfactory manifesto reveals a generous nature coupled with an inner radiance  instantly transporting us to a world bathed in solarity and benevolence. This energy has never been so intense. It is extraordinary  in a bottle.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Jasmine (Grandiflorum)', 'Bergamot', 'Vanilla (Madagascar)', 'Jasmine Tea', 'Benzoin', 'Coconut', 'Cashmeran (Woody musky)']"
rose-blush-2024,Jo Malone London,Delicate rose petals suspended in a delectable jelly. The charm of these blushing pink petals inspires a prised preserve.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose Damascena', 'Basil', 'Musk', 'Lychee', 'Amber', 'Geranium']"
riviera-sunrise,Atelier des Ors,Riviera Sunrise revels in the golden light of the Mediterranean sun. The scent expresses an atmosphere that oscillates between the meditative morning calm and bursts of radiant solar energy. A unique fragrance with an orange  golden glow kissed by childhood memories.,,CITRUS,CITRUS,Citrus Classical,"['Orange', 'Fig Leaf', 'Vetiver (Java)', 'Lemon', 'Mandarin', 'Basil', 'Orange Blossom (Morocco)', 'Musk', 'Cedarwood (Virginia)']"
rose-saltifolia,Maison Crivelli,A walk by the sea  through a field of roses exposed to the salty sea air  Rose Saltifolia is a crystalline perfume. Sparkling  spicy  slightly fruity. Floral  luminous  pure. Silky  enveloping.,Eau de Parfum,FLORAL,FLORAL,Floral Crisp Rose,"['Rose Centifolia', 'Pink Pepper', 'Seaweed / Algae', 'Cypress', 'Dry Woods', 'Honey', 'Leather']"
musc-rose-1,L'Occitane,A captivating and sensual blend of rose  patchouli and candied fruit  all wrapped in a rich musky character.,,FLORAL,MUSK SKIN,Soft Floral Crisp Musk,"['Musk', 'Rose Centifolia', 'Candied Fruit', 'Lychee', 'Patchouli', 'Saffron']"
eau-parfumee-souffle-apaisant-rose-1,L'Occitane,Eau Parfumée Souffle Apaisant Rose is a gentle fragrance like relaxing ecstasy  especially for those desired moments of tranquillity and a sense of relaxation and well-being.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose Centifolia', 'Amberwood', 'Lavender', 'Rose', 'Chamomile', 'Sandalwood']"
rose-cruise-3,Carolina Herrera,"Rose Cruise is a classic heritage scent with mandarin and blackcurrant  followed by a trio of roses for a natural sensuality. Centifolia rose  the most elegant variety grown in Grasse  fuses with damask rose  which adds a touch of freshness. Bulgarian rose completes the accord  enveloping all the nuances.
Rose Cruise is a refined  floral and elegant fragrance that will evoke moments of pleasure in your life. You will feel as if you are sailing in a floral breeze  enjoying the freedom of the open sea. Rose Cruise recaptures the memories of Carolina A. Herrera and evokes the pleasure of sailing without a destination.",Eau de Toilette,FLORAL,FRUITY,Floral Crisp Rose,"['Rose Centifolia', 'Blackcurrant', 'Peony', 'Musk', 'Mandarin', 'Amber']"
lamour-rose-saint-tropez,Anna Sui,L'Amour Rose Saint-Tropez is an ode to love and magic  celebrating the essence of the dreamy paradise for which it was named.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose Centifolia', 'Magnolia', 'Red Currant', 'Peony', 'Grapefruit', 'Rhubarb', 'Moss', 'Musk', 'Ambrox (Ambergris)']"
eau-parfumee-souffle-vivifiant-rose-1,L'Occitane,Eau Parfumée Souffle Vivifiant Rose with a hint of rose water to create a burst of energy and vitality.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose Centifolia', 'Bergamot', 'Musk', 'Jasmine', 'Cedarwood']"
rose-cardamome,La Closerie des Parfums,This fragrance reveals the aphrodisiac powers of the Cardamom from Guatemala. It prolongs the journey into a heart of a thousand fresh  fruity  gourmet  and suave petals of the Grasse Centifolia rose. Intensely luxurious  this is the fragrance of sun-kissed skins.,,FLORAL,FRUITY,Floral Crisp Fruity,"['Cardamom', 'Rose Centifolia', 'White Tea', 'Violet Leaves', 'Blackcurrant Bud', 'Ambergris', 'Cedarwood', 'Guaiac Wood', 'Leather']"
cafe-rose-in-black,Boitown,Enchanted rose  dark coffee  wild charm. The combination is like a rose blooming in the dark  a forbidden flower.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Classical,"['Coffee', 'Rose Centifolia', 'Ambergris', 'Peony', 'Freesia', 'Musk', 'Orange', 'Pear', 'Sandalwood']"
miss-dior-rose-essence-1,Dior,Women  flowers  water. The roses are in bloom. We pick them and we talk to them. We distil them and love them. The still is ready  the movements sure. Drop by drop  the rose water is filtered. Wonderfully scented  beneficial  sweet. Spring on the skin. It is the lovely month of May. The time of beloved roses  soon to be enjoyed to the last drop.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose Centifolia', 'Green Notes', 'Musk', 'Rose', 'Rose (Grasse)', 'Geranium', 'Guaiac Wood', 'Patchouli', 'Vetiver']"
rose-aria-1,Heeley,“I have always adored the delicate scent of a garden rose  the indelible beauty of its scent infused with subtle hues of green and fresh air. One of nature’s greatest gifts ” James Heeley.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Green,"['Rose Centifolia', 'Amber', 'Leaves', 'Galbanum', 'Musk', 'Saffron', 'Sandalwood']"
carnal-rose,My Geisha,Carnal Rose reveals a singular facet of your personality  the passionate and seductive one.,,FLORAL,FLORAL,Floral Classical Rose,"['Rose Centifolia', 'Cedarwood', 'Musk', 'Jasmine', 'Violet', 'Patchouli', 'Tonka Bean', 'Amber', 'Raspberry', 'Sandalwood', 'Vanilla']"
rosewater-1,Crabtree & Evelyn,The romantic and enchanting fragrance of Rosa centifolia  the hundred-petal rose  has inspired perfumers throughout the centuries. Our eau de toilette pays homage to this captivating ingredient with an enticing blend.,,FLORAL,FLORAL,Floral Classical Rose,"['Rose Centifolia', 'Lilac', 'Lily Of The Valley', 'Peach', 'Sandalwood', 'Rose (Turkey)', 'Peony', 'Musk', 'Vanilla', 'Violet Leaves']"
r-rose-1,Ellis Brooklyn,"This fresh rose fragrance is an olfactory ode to Rrose Sélavy (a play on ""Eros  C'est la Vie"")  the female alter ego of writer  artist and provocateur Marcel Duchamp  and is as playful as his muse.",,FLORAL,FLORAL,Floral Crisp Rose,"['Rose Centifolia', 'Blackcurrant Bud', 'Musk', 'Lotus', 'Peony', 'Lemon', 'Pear', 'Cashmeran (Woody musky)', 'Vanilla']"
roses-on-ice-1,Kilian,"Kilian Hennessy wanted to recreate the ""Gin on the Rocks"" tasting with a splash of lime  his wife's favourite drink. Roses on Ice is perfect for the after party  when the mood is serene and the extravaganza fills the room.",Eau de Parfum,FLORAL,FLORAL,Floral Crisp Rose,"['Rose Centifolia', 'Juniper Berries', 'Lime', 'Cucumber', 'Musk', 'Sandalwood']"
rose-poivree,The Different Company,"""I am a contrast without equal. I am a sillage in majesty  my flower is the queen of perfumery. Mellow  warm  fresh  its many facets make it inexhaustible. Its spicy notes stand out here. We fall in love with me for my honesty  we love me for my balance. I am for women and men  my rose has no gender. Devilishly voluptuous  I am a monument of perfumery. I am Rose Poivrée "" Jean-Claude Ellena  Perfumer.",,FLORAL,FLORAL,Floral Classical Rose,"['Pepper', 'Rose Damascena', 'Rose Centifolia', 'Pink Pepper', 'Vetiver', 'Civet', 'Coriander']"
eau-parfumee-souffle-euphorisant-rose,L'Occitane,The sudden desire to laugh. For a joyful and spontaneous moment  discover Eau Parfumée Souffle Euphorisant Rose  ideal for encouraging a good mood!,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Rose Centifolia', 'Raspberry', 'Peach', 'Freesia', 'Jasmine', 'Peony', 'Violet Leaves', 'Musk', 'Sandalwood']"
new-look,Dior,"""More than a legacy  more than a silhouette  the New Look is a state of mind  a way of viewing and reinterpreting the world "" Francis Kurkdjian  Perfume Creative Director.",,AMBERY (ORIENTAL),SPICY,Soft Amber Fresher Citrus,"['Amber', 'Incense / Olibanum', 'Aldehyde']"
for-her-christmas-2022,Narciso Rodriguez,Be ready to shine for Christmas! The iconic black bottle gets a radiant makeover with the colour of Christmas: gold. An enveloping fragrance in an exquisite bottle to offer as the perfect gift.,Eau de Parfum,CHYPRE,FRUITY,Mossy Woods Crisp Fruity,"['Musk', 'Rose', 'Peach', 'Orange Blossom', 'Osmanthus', 'Amber', 'Vanilla']"
cologne-blanche-2022-1,Dior,A great perfume House possesses its own singular  signature Cologne  as polished as this exercise in style should be. Francis Kurkdjian created Cologne Blanche  graced with a princely allure and worthy of a Versailles salon. A daytime version that still retains the finery of flawless elegance.,,CITRUS,CITRUS,Citrus Classical,"['Violet', 'Amber', 'Orange Blossom']"
clary-sage-1,Burberry,Inspired by the Sussex countryside and its fields of clary sage. The heady scent of an aromatic plant amidst a vast pastoral landscape.,,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Classical,"['Clary Sage', 'Cardamom', 'Vetiver (Haiti)', 'Leather', 'Myrrh', 'Hay']"
724,Maison Francis Kurkdjian,724 translates the vibrant energy of New York into a perfume. Previously called 754 and available only at Bergdorf Goodman department store  this elegant  contemporary and comfortable creation is now available worldwide.,Eau de Parfum,FLORAL,CITRUS,Soft Floral Fresher Citrus,"['Bergamot', 'Jasmine (Egypt)', 'Musk', 'White Flowers', 'Aldehyde', 'Sandalwood']"
miss-dior-blooming-bouquet-2023,Dior,Miss Dior Blooming Bouquet is an immediate pleasure  a declaration of love for life that takes hold of you. It is an emotion that embraces the senses without waiting and reminds us that Miss Dior has the soul of a passionate woman. A spontaneous and surprising bouquet with a lively and tender character  flowers  flowers and more flowers!,,FLORAL,FLORAL,Floral Crisp Fruity,"['Peony', 'Rose Damascena', 'Musk', 'Bergamot', 'Sweet Pea', 'Patchouli']"
narciso-rodriguez-for-her-pink-edition-2021,Narciso Rodriguez,To celebrate Christmas  the original Eau de Toilette for Her is adorned with the brand's iconic pink. Born of simplicity and essentiality. Guided by femininity and elegance.,,CHYPRE,FRUITY,Mossy Woods Crisp Fruity,"['Amber', 'Musk', 'Peach', 'Orange Blossom', 'Osmanthus', 'Rose', 'Vanilla']"
le-male-xmas-collector-2022-1,Jean Paul Gaultier,Edgy and masculine  this fragrance is seductively perfect and utterly evocative.,Eau de Toilette,AROMATIC FOUGERE,AMBERY (ORIENTAL),Woody Amber Crisp,"['Lavender', 'Tonka Bean', 'Bergamot', 'Mint', 'Vanilla', 'Amber', 'Artemisia', 'Cardamom', 'Cedarwood', 'Sandalwood', 'Cinnamon', 'Cumin', 'Orange Blossom']"
leau-qui-enlace,Til,L'eau qui enlace  is a free and sentimental interpretation of the linden tree at its apogee when its scent fills the air with its honeyed notes and bees buzz with joy in its branches! A joyful enchanting fragrance which evokes memories and shines with its gentle intimacy.,Eau de Toilette,FLORAL,CITRUS,Floral Fresher Citrus,"['Linden Blossom', 'Bergamot', 'Musk']"
