name,brand,detail,strong,cat1,cat2,wc,ingredients
vetiver-dhiver,Armani Privé,Inspired by a mirage-like garden in the winter of Saint Petersburg  Vétiver d'Hiver is a luminous fragrance  with the alternation of dry textures and fresh sensations  green leaves rising out of the burning desert sand  elegant like a gentleman.,,CITRUS,CITRUS,Citrus Fresher,"['Lemon', 'Pink Pepper', 'Vetiver', 'Bergamot', 'Mandarin', 'Cardamom', 'Coriander', 'Oakmoss', 'Patchouli']"
born-to-be-unforgettable,Kilian,An explosion of cola freshness that recreates the experience of a sparkling cola sip. It hits like an explosion  sparkles like true character and takes a classic cola into exciting new sensations. A scented creation featuring a cool and confident attitude impossible to forget.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Citrus,"['Cedarwood', 'Coca-cola', 'Cinnamon']"
pink-grapefruit-1,The Merchant of Venice,Pink Grapefruit is an effervescent waterfall of citrus nuances that meet shades of elegant flowers and enveloping musky notes. It is part of the Museum Collection  which uses classic raw materials and olfactory families from Europe and Asia  reminiscent of the fragrance library of an ancient perfumer.,Eau de Toilette,CITRUS,CITRUS,Citrus Fresher,"['Grapefruit', 'Lily Of The Valley', 'Musk', 'Lemon', 'Lime', 'Litsea Cubeba', 'Orange', 'Jasmine', 'Rhubarb', 'Rose']"
limen,Ralph Lauren,“I have always been inspired by the world around me  the places I've been to  the places I dream of. The French Riviera has an indelible romantic quality  it is a place of charm  beauty  and style. I wanted to capture its spirit of excitement and artistic expression ” Ralph Lauren.,,CITRUS,CITRUS,Citrus Fresher,"['Bergamot', 'Cedrat', 'Lime']"
phantom-intense,Rabanne,Phantom Intense continues the evolution of the Phantom  man while entering a new olfactive frontier with a fresher  more strongly aromatic inflection. Blended with exceptional ingredients by globally renowned perfumers Paul Guerlain  Juliette Karagueuzoglou  Anne Flipo and Dominque Ropion  Phantom Intense defies expectations to define a new facet of powerful masculinity.,Eau de Parfum,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Classical,"['Lavender', 'Orange Blossom', 'Clary Sage', 'Vanilla', 'Lemon', 'Cardamom', 'Cedarwood', 'Moss', 'Rum']"
803-embruns-gingembre-patchouli,Bon Parfumeur,This multi-faceted scent evokes a patchouli leaf captured in ice.,,WOODY,CITRUS,Woods Fresher Water,"['Ginger', 'Patchouli', 'Sea Water', 'Ambergris', 'Anise', 'Juniper Berries', 'Pink Pepper', 'Seaweed / Algae', 'Ylang-ylang']"
musc-ambre-gris-1,Affinessence,"Known for its unmistakable scent  ambergris is even more precious when it is ""aged""  as its qualities are enhanced after years of floating in the sun of the Pacific Ocean. Affinessence has chosen the exceptional quality of this perfume  using it generously enough to express its irresistible power of attraction.",,WOODY,WOODY,Woods Classical,"['Ambergris', 'Musk', 'White Truffle', 'Vetiver (Haiti)', 'Mate', 'Patchouli']"
olivier-cresp,Vivinevo,A fascinating scent inspired by the arts and exquisite aesthetics.,,AMBERY (ORIENTAL),SPICY,Soft Amber Crisp Fruity,"['Vanilla', 'Saffron', 'Rose', 'Coriander', 'Raspberry', 'Oud / Agarwood', 'Hibiscus', 'Musk', 'Patchouli', 'Peony', 'White Truffle']"
nina-fleur,Nina Ricci,A scent full of positive energy and inspired by Nina Ricci's bold and unique fashion collections.,Eau de Toilette,FLORAL,WOODY,Floral Crisp Fruity,"['Orange Blossom', 'Green Apple', 'Lemon', 'Cashmeran (Woody musky)', 'Neroli', 'Cedarwood', 'Musk']"
white-tea-bergamot-freesia-1,Korres,A delicate fragrance that exudes the sweetness and freshness of bergamot and freesia. The bittersweet  sharp  warm aromatic notes are highly appreciated by perfumers. Evokes scents of warm Mediterranean nights.,Eau de Toilette,FLORAL,CITRUS,Floral Fresher Citrus,"['Freesia', 'White Tea', 'Bergamot', 'Cyclamen', 'Jasmine', 'Peony', 'Violet', 'Mandarin', 'Neroli', 'Cedarwood', 'Musk', 'Oakmoss']"
feminite-du-bois,Serge Lutens,"""This scent expresses the masculine side of femininity and vice-versa. It's all about cedar. Wood accounted for 60% of the composition. Amazed  people called it revolutionary. The fragrance took on its own identity  which is the one thing that really matters to me."" Serge Lutens.",Eau de Parfum,WOODY,SPICY,Woods Classical,"['Cedarwood (Atlas)', 'Peach', 'Orange (Morocco)', 'Sandalwood', 'Cinnamon', 'Beeswax', 'Honey', 'Violet', 'Cardamom', 'Clove', 'Musk', 'Rose (Turkey)']"
rose-de-nuit-1,Serge Lutens,If my perfume were a colour  it would be yellow gold. If my perfume were a piece of music  it would be 'The Firebird' by Stravinsky. If it were a book  'A Thousand and One Nights'. If it were a palace  the Alhambra in Granada. Here  coyness is excluded. The celebration of the senses can begin. Harmonious  powerful  feminine  spellbinding. I envisioned the perfume as a sensual woman  and nothing else.,,WOODY,WOODY,Woods Rich,"['Rose (Turkey)', 'Beeswax', 'Apricot', 'Vetiver', 'Amber', 'Costus', 'Musk', 'Patchouli', 'Jasmine']"
bergamot-rose,Delfy,This fresh and delicate scent awakens the imagination and the most profound feeling of love.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Rose (Turkey)', 'Bergamot', 'Vanilla', 'Jasmine', 'Lily Of The Valley', 'Dry Woods', 'Ginger', 'Musk', 'Pink Pepper']"
la-vie-est-belle-rose-extraordinaire,Lancôme,La Vie Est Belle Rose Extraordinaire is a reinterpretation of the rose  Lancôme's iconic flower. “This Extraordinaire version retains the codes of La vie est belle  a gourmand iris. This main accord is shaped to make it brighter  more modern  with an added touch of magic ” Anne Flipo  co-Perfumer.,,FLORAL,FLORAL,Floral Classical Rose,"['Rose Damascena', 'Rose', 'Iris / Orris', 'Woody Notes', 'Space rose', 'Musk']"
libre-eau-de-toilette,Yves Saint Laurent,Because freedom is more relevant now than it ever was. It resonates in a personal  emotional  intimate manner. More than a state of mind  it's a way to live. To feel everything on your skin. To embrace who you are  your emotions  your desires. Burning bright. Feeling right. Smelling marvellous all the while  in the radiant sillage of Libre Eau de Toilette.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher White Flower,"['Orange Blossom (Morocco)', 'Musk', 'Tangerine', 'Lily Of The Valley', 'White Tea', 'Jasmine (Sambac)', 'Tea (Black)', 'Vanilla (Bourbon)', 'Ambergris', 'Apple', 'Bergamot', 'Lavandin', 'Pear', 'Lavender (Provence)']"
vanille-de-zanzibar,Boucheron,Vanille de Zanzibar is a voluptuous and addictive fragrance. Like Zanzibar  the wild pearl of Africa  an island bursting with spices  this fragrance sends the senses into a spiraling vertigo.,Eau de Parfum,WOODY,AMBERY (ORIENTAL),Woody Amber Fresher Fruity,"['Vanilla (Bourbon)', 'Patchouli', 'Pear', 'Sandalwood', 'Balsam (Peru)', 'Heliotrope', 'Jasmine', 'Mandarin', 'Musk']"
evasion-azul,Victorio & Lucchino,Feel the refreshing freedom of Evasión Azul through its citrus top notes and elegant  smooth and crisp heart notes that will enhance your personality. In the background  warm woods come together to give you a sense of well-being. An essential water that will purify you.,Eau Fraîche / Cologne,CITRUS,WATERY,Citrus Classical,"['Yuzu', 'Seaweed / Algae', 'Sandalwood', 'Fig Tree', 'Green Apple', 'Bamboo', 'Bergamot', 'Cedarwood', 'Grapefruit', 'Lemon', 'Amber', 'Musk', 'Petitgrain']"
bois-de-yuzu-1,Karl Lagerfeld,Bois de Yuzu fascinates with its citrusy top notes dominating a warm  woody heart of yuzu wood and sage. Natural  masculine and captivating.,,AROMATIC FOUGERE,CITRUS,Aromatic Fougère Crisp Citrus,"['Yuzu', 'Ginger', 'Papyrus', 'Mandarin', 'Clary Sage', 'Moss']"
valentino-donna-born-in-roma-green-stravaganza,Valentino,Born in Roma Green Stravaganza takes you on a bold adventure to the cool gardens of Roma where you are free to live and express your unique ways.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Citrus,"['Jasmine', 'Vanilla', 'Lapsang Souchong']"
vanille-insensee,Atelier Cologne,He pushed through the crowd when suddenly his heart skipped a beat. That smell. It was hers. He had worn it first until she stole it from him. Now  there she was  before him  and the magic of years gone by came over him in an instant.,,CHYPRE,CITRUS,Mossy Woods Crisp Citrus,"['Vanilla (Madagascar)', 'Cedrat', 'Oakmoss', 'Lime', 'Coriander', 'Amber', 'Jasmine', 'Oak', 'Vetiver']"
karl-lagerfeld-pour-femme-rouge,Karl Lagerfeld,Rouge is “unique  modern and captivating ” as described by perfumer Romain Almairac  who developed the scent. He was inspired by Karl Lagerfeld’s multifaceted universe  where different dimensions collide to create fascinating paradoxes.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Orange Blossom', 'Blackcurrant', 'Cashmeran (Woody musky)', 'Jasmine', 'Peach', 'Pear', 'Vanilla', 'Ambroxan (Ambergris)', 'Caramel', 'Patchouli']"
aetheroxyde-1,Aether,"Aetheroxyde. Far  far away  you can vaguely smell a beautiful fresh and contemporary wood; closer  there is this strange ""ether chord""  a kind of soft vapour  which approaches the skin like a breath of burnt wood. An emanation of love. ""What if peace had a smell?"" she asked me  a little worried. ""It could be like that "" I replied.",,WOODY,WOODY,Woods Classical,"['Ambroxan (Ambergris)', 'Woody Notes', 'Ethyl Acetate (Fruity notes)', 'Iso E Super (Cedarwood Note)']"
aextra,Aether,An ethereal love potion unisex fragrance resulting in a unique perfume stimulating desire.,,WOODY,CITRUS,Woods Fresher Citrus,"['Bacdanol (Sandalwood)', 'Evernyl (Moss)', 'Ethyl Linalyl Acetate', 'Ethyl Acetate (Fruity notes)']"
celluloid-1,Aether,"""I love Los Angeles. I love Hollywood. They're beautiful. They're all plastic  but I love plastic. I want to be plastic. Andy Warhol",,FLORAL,MUSK SKIN,Soft Floral Classical Musk,"['Iso E Super (Cedarwood Note)', 'Cashmeran (Woody musky)', 'Ethyl Acetate (Fruity notes)']"
midnight-oud,Kelsey Berwin,Midnight Oud is a powerful fragrance dominated by warm  woody notes combined with herbs  citrus and florals. The base notes create a very masculine signature.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Oud / Agarwood', 'Cashmeran (Woody musky)', 'Bergamot', 'Sandalwood', 'Amber', 'Copahu Balm / Copaïba', 'Rose', 'Moss', 'Clary Sage', 'Tobacco Leaf']"
linterdit-millesime-tubereuse-noire-2024,Givenchy,Tubéreuse Noire captures the intangible aroma of burnt tuberose petals. A spiral of smoke entwines itself around L’Interdit’s signature scent  recreating the smell of a smouldering  carnal tuberose engulfed in flames.,,FLORAL,FLORAL,Floral Crisp Tuberose,"['Tuberose', 'Coffee', 'Patchouli', 'Vetiver']"
tuberose,Giardino Benessere,An energising perfume  ideal for fighting negative energy and enhancing optimism.,Eau de Parfum,FLORAL,CITRUS,Floral Fresher White Flower,"['Jasmine', 'Tuberose', 'Guaiac Wood', 'Ylang-ylang', 'Orange', 'Apricot', 'Cedarwood', 'Musk']"
felicita-apricot,Bugatti,Felicità Apricot is a fragrance that seduces the senses with its radiant energy and sensual depth.,,FLORAL,FRUITY,Floral Crisp Fruity,"['Apricot', 'Camellia', 'Amber', 'Calycanthus', 'Hibiscus', 'Lychee', 'Grapefruit', 'Orange', 'Benzoin', 'Musk', 'Sandalwood', 'Vanilla']"
tutti-twilly-dhermes,Hermès,Created by Christine Nagel for the Hermès girls  Tutti Twilly d'Hermès eau de parfum is a tribute to their free spirit: a blend of daring and lightheartedness  and their multifaceted nature.,,FLORAL,FRUITY,Floral Fresher Fruity,"['Lychee', 'Ginger', 'Musk', 'Ginger Flower']"
swiss-army-for-her-ginger-lily,Victorinox Swiss Army,Vibrant and bursting with a zest for life  Swiss Army for Her Ginger Lily is a fragrance of undeniable energy and class. Radiant and straightforward with a resoundingly natural confidence  spray it on and shine bright and bold  wherever your adventures take you today.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher White Flower,"['Lily Of The Valley', 'Ginger', 'Musk', 'Dog Rose', 'Geranium', 'Woody Notes']"
geranium-pour-monsieur,Frédéric Malle,Like the eccentric Englishman in a blue velvet jacket  pink striped shirt  and a cashmere-print pocket square  this perfume is an extravagant unraveling of colours and textures.,Eau de Parfum,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Crisp Aromatic,"['Geranium', 'Mint', 'Ambroxan (Ambergris)', 'Benzoin', 'Clove', 'Anise', 'Spearmint', 'Peppermint', 'Cinnamon', 'Incense / Olibanum', 'Musk', 'Ozonic Notes', 'Reseda', 'Sandalwood']"
sunflowers-summer-air-1,Elizabeth Arden,Sunflowers Summer Air is inspired by the cool  refreshing breeze that gently brushes the earth  inviting flowers to dance and leaves to sway. Wrap yourself in the essence of laughter and pure joy. There is no place you'd rather be.,Eau de Toilette,AROMATIC FOUGERE,WATERY,Water Classical,"['Ozonic Notes', 'Cyclamen', 'Musk', 'Jasmine', 'Osmanthus', 'Rose', 'Amber', 'Apple', 'Cedarwood', 'Lemon', 'Mandarin (green)']"
stella-mccartney-pop-1,Stella McCartney,"""POP is a spirit. It's about celebrating that exciting time when you are coming into your own. It's about freedom  and starting your life away from judgements or labels. Together as one  these strong young women are a force to be reckoned with."" - Stella McCartney",Eau de Parfum,FLORAL,CITRUS,Floral Fresher Citrus,"['Tuberose', 'Mandarin (green)', 'Sandalwood', 'Frangipani', 'Violet', 'Cedarwood', 'Musk', 'Tomato Leaf', 'Violet Leaves']"
bois-de-violette,Serge Lutens,A perfume dominated by violet leaves and flowers  blending with cedarwood and its cool spices  peppery notes of Indonesian cloves  cardamom  honey  orange blossoms and musk. This astonishing  lively perfume remade with hint of violet on a cedar base.,Eau de Parfum,WOODY,GREEN,Woods Crisp Green,"['Violet Leaves', 'Cedarwood (Atlas)', 'Cardamom', 'Violet', 'Peach', 'Plum', 'Cinnamon', 'Clove', 'Honey', 'Musk', 'Orange Blossom', 'Rose', 'Vanilla']"
cedarwood-absinth,Experimental Perfume Club,A rich leathery fragrance unashamedly herbaceous  sultry and powerful.,,LEATHER,WOODY,Dry Woods Classical,"['Cedarwood (Atlas)', 'Leather', 'Wormwood', 'Saffron', 'Cedarwood (Virginia)', 'Amberwood', 'Cypriol / Nagarmota', 'Patchouli']"
portrait-sandal-1,Al Haramain,The feeling of belonging lingers long after you are gone. My being is in your portrait.,Eau de Parfum,WOODY,WOODY,Woods Classical,"['Sandalwood', 'Cypriol / Nagarmota', 'Black Pepper', 'Cinnamon', 'Leather', 'Rose', 'Ylang-ylang (Mayotte)', 'Amber', 'Musk', 'Neroli', 'Tonka Bean', 'Vanilla']"
aoud-s-1,Mancera,The juxtaposition of cool and warm notes compete in this vibrant fragrance  creating a warm veil of leather on the skin.,Eau de Parfum,FLORAL,MUSK SKIN,Soft Floral Classical Musk,"['Oud / Agarwood', 'Rose', 'Musk', 'Jasmine', 'Violet', 'Ylang-ylang (Mayotte)', 'Bergamot', 'Cinnamon', 'Clove', 'Leather']"
pepe-jeans-london-calling-for-him,Pepe Jeans,A vibrant scent inspired by the city of London with an unexpected and edgy British bitter sweetness.,,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Crisp,"['Vanilla (Madagascar)', 'Clove', 'Clary Sage', 'Lemon', 'Plum', 'Lavender', 'Nutmeg', 'Patchouli']"
mr-burberry-element,Burberry,Mr. Burberry ElementA fragrance that fuses modern strength and green freshness. Captured in a modern  masculine and fresh campaign that draws inspiration from the beautiful symmetry of British nature.,,AROMATIC FOUGERE,SPICY,Aromatic Fougère Crisp Spicy,"['Almond', 'Juniper Berries', 'Oakmoss', 'Cedarwood', 'Sandalwood']"
santal-noble,Maître Parfumeur et Gantier,The blend of sandalwood with gourmand notes and spices unveils a subtle  intense and sensual fragrance.,,CHYPRE,FLORAL,Mossy Woods Classical,"['Sandalwood', 'Oakmoss', 'Patchouli', 'Spicy Notes', 'Vanilla', 'Vetiver', 'Ambergris', 'Castoreum', 'Coffee', 'Incense / Olibanum']"
pulse-action,Eudora,Pulse Action is for those who like to innovate  take risks  and go further. The perfect inspiration for the man who sets his own path.,,AMBERY (ORIENTAL),SPICY,Soft Amber Crisp Fruity,"['Apple', 'Spicy Notes', 'Sandalwood', 'Amber', 'Cardamom', 'Lemon', 'Black Pepper', 'Musk', 'Vetiver', 'Ylang-ylang']"
poivre-noir-1,Serge Lutens,Peppery  exhilarating  elegant. Poivre Noir is the perfect scent to rediscover the taste of oneself!,Eau de Parfum,AMBERY (ORIENTAL),FLORAL,Soft Amber Classical,"['Black Pepper', 'Nutmeg', 'Cedarwood']"
black-pepper-2,Demeter Fragrance Library,Luxurious  subtle and mysterious  like the peppercorns themselves.,,AMBERY (ORIENTAL),FLORAL,Soft Amber Classical,"['Black Pepper', 'Resins', 'Aromatic Notes']"
vanilla-black-pepper-1,Bohoboco,The sensational expression of opposites and contrasts. The uniting alchemy of black and white.,,AMBERY (ORIENTAL),FLORAL,Soft Amber Classical,"['Vanilla', 'Black Pepper', 'Cedarwood', 'Resins', 'Heliotrope', 'Rose', 'Orange Blossom', 'Musk', 'White Willow']"
